Timestamp,Sensor Status
2025-02-07 13:16:33,1
2025-02-07 13:16:35,0
2025-02-07 13:16:36,0
2025-02-07 13:16:37,0
2025-02-07 13:16:38,0
2025-02-07 13:16:39,1
2025-02-07 13:16:41,0
2025-02-07 13:16:42,0
2025-02-07 13:16:43,1
2025-02-07 13:16:45,1
2025-02-07 13:16:47,0
2025-02-07 13:16:48,1
2025-02-07 13:16:50,0
2025-02-07 13:16:51,1
2025-02-07 13:16:53,1
2025-02-07 13:16:55,0
2025-02-07 13:16:56,0
2025-02-07 13:16:57,0
2025-02-07 13:16:58,0
2025-02-07 13:16:59,0
